SourceFile,SourceType,SourceFeatureDomain,DependencyFile,DependencyType,ImportedOrUsedSymbol,DirectOrIndirect,RuntimeTestOrBoth,ReachabilitySource,Roles,SharedAcrossFeatures,EvidencePattern,InitialDependencyStatus,Confidence,Notes
"frontend/src/App.jsx","SOURCE_FILE","App.jsx","frontend/src/pages/common/ResetPasswordPage.jsx","DYNAMIC_IMPORT","*","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/App.jsx:43 -> import from './pages/common/ResetPasswordPage'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of ResetPasswordPage.jsx"
"frontend/src/App.jsx","SOURCE_FILE","App.jsx","frontend/src/pages/common/ChangePasswordPage.jsx","DYNAMIC_IMPORT","*","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/App.jsx:44 -> import from './pages/common/ChangePasswordPage'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of ChangePasswordPage.jsx"
"frontend/src/components/common/ActiveRoleGuard.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/components/common/ActiveRoleGuard.jsx:3 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/common/ActiveRoleGuard.jsx","SOURCE_FILE","components","frontend/src/utils/roleContext.js","UTILITY_USAGE","{ normalizeRoleContext, normalizeAccountType, CANONICAL_ROLES }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/components/common/ActiveRoleGuard.jsx:4 -> import from '../../utils/roleContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of roleContext.js"
"frontend/src/components/common/AdminOnboardingGuideWidget.jsx","SOURCE_FILE","components","frontend/src/hooks/useAdminSetupGuide.js","HOOK_USAGE","useAdminSetupGuide","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/components/common/AdminOnboardingGuideWidget.jsx:4 -> import from '../../hooks/useAdminSetupGuide'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useAdminSetupGuide.js"
"frontend/src/components/common/AdminOnboardingGuideWidget.jsx","SOURCE_FILE","components","frontend/src/models/AdminSetupStatusModel.js","MODEL_USAGE","{ SETUP_STEP_STATUS }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/components/common/AdminOnboardingGuideWidget.jsx:5 -> import from '../../models/AdminSetupStatusModel'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AdminSetupStatusModel.js"
"frontend/src/components/common/ProtectedRoute.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","PUBLIC / SHARED","YES","frontend/src/components/common/ProtectedRoute.jsx:3 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/layout/MainLayout.jsx","SOURCE_FILE","components","frontend/src/components/layout/Sidebar.jsx","COMPONENT_USAGE","Sidebar","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/MainLayout.jsx:3 -> import from './Sidebar'","ACTIVE-DEPENDENCY","HIGH","Direct local import of Sidebar.jsx"
"frontend/src/components/layout/MainLayout.jsx","SOURCE_FILE","components","frontend/src/components/layout/Topbar.jsx","COMPONENT_USAGE","Topbar","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/MainLayout.jsx:4 -> import from './Topbar'","ACTIVE-DEPENDENCY","HIGH","Direct local import of Topbar.jsx"
"frontend/src/components/layout/MainLayout.jsx","SOURCE_FILE","components","frontend/src/components/layout/Footer.jsx","COMPONENT_USAGE","Footer","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/MainLayout.jsx:5 -> import from './Footer'","ACTIVE-DEPENDENCY","HIGH","Direct local import of Footer.jsx"
"frontend/src/components/layout/MainLayout.jsx","SOURCE_FILE","components","frontend/src/services/authService.js","SERVICE_USAGE","{ getCurrentUser, updateUserRoleContext }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/MainLayout.jsx:6 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/components/layout/MainLayout.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/MainLayout.jsx:7 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/services/authService.js","SERVICE_USAGE","{ getCurrentUser }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Sidebar.jsx:3 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Sidebar.jsx:4 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/hooks/useTheme.js","HOOK_USAGE","useTheme","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Sidebar.jsx:5 -> import from '../../hooks/useTheme'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useTheme.js"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/components/common/AdminOnboardingGuideWidget.jsx","COMPONENT_USAGE","AdminOnboardingGuideWidget","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/Sidebar.jsx:7 -> import from '../common/AdminOnboardingGuideWidget'","ACTIVE-DEPENDENCY","HIGH","Direct local import of AdminOnboardingGuideWidget.jsx"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/config/personnelRoleNavigation.js","CONFIG_USAGE","{ getAuthorizedNavigationForSession }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Sidebar.jsx:8 -> import from '../../config/personnelRoleNavigation'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of personnelRoleNavigation.js"
"frontend/src/components/layout/Sidebar.jsx","SOURCE_FILE","components","frontend/src/utils/roleContext.js","UTILITY_USAGE","{ normalizeRoleContext }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Sidebar.jsx:9 -> import from '../../utils/roleContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of roleContext.js"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/services/authService.js","SERVICE_USAGE","{ getCurrentUser, logoutUser, updateUserRoleContext }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Topbar.jsx:3 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/components/common/NotificationPopover.jsx","COMPONENT_USAGE","NotificationPopover","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/Topbar.jsx:4 -> import from '../common/NotificationPopover'","ACTIVE-DEPENDENCY","HIGH","Direct local import of NotificationPopover.jsx"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/hooks/useTheme.js","HOOK_USAGE","useTheme","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Topbar.jsx:5 -> import from '../../hooks/useTheme'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of useTheme.js"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Topbar.jsx:23 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/utils/roleContext.js","UTILITY_USAGE","{ normalizeAccountType, normalizeRoleContext, normalizeAssignedRoles }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Topbar.jsx:24 -> import from '../../utils/roleContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of roleContext.js"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/utils/portalRoutes.js","UTILITY_USAGE","{ getAccountRoute, getSettingsRoute }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/layout/Topbar.jsx:25 -> import from '../../utils/portalRoutes'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of portalRoutes.js"
"frontend/src/components/layout/Topbar.jsx","SOURCE_FILE","components","frontend/src/components/ui/avatar.jsx","COMPONENT_USAGE","{ Avatar, AvatarImage, AvatarFallback, AvatarBadge }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/layout/Topbar.jsx:26 -> import from '../ui/avatar'","ACTIVE-DEPENDENCY","HIGH","Direct local import of avatar.jsx"
"frontend/src/components/osad/CandidatePortfolioReviewDrawer.jsx","SOURCE_FILE","components","frontend/src/components/osad/CandidateStatusBadge.jsx","COMPONENT_USAGE","CandidateStatusBadge","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","NO","frontend/src/components/osad/CandidatePortfolioReviewDrawer.jsx:14 -> import from './CandidateStatusBadge'","ACTIVE-DEPENDENCY","HIGH","Direct local import of CandidateStatusBadge.jsx"
"frontend/src/components/osad/CertificateTemplateEditorModal.jsx","SOURCE_FILE","components","frontend/src/services/CertificateTemplateRenderer.js","SERVICE_USAGE","CertificateTemplateRenderer","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/osad/CertificateTemplateEditorModal.jsx:3 -> import from '../../services/CertificateTemplateRenderer'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of CertificateTemplateRenderer.js"
"frontend/src/components/osad/PotentialAwardCandidatesPreview.jsx","SOURCE_FILE","components","frontend/src/services/AwardPortfolioReviewService.js","SERVICE_USAGE","AwardPortfolioReviewService","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/osad/PotentialAwardCandidatesPreview.jsx:3 -> import from '../../services/AwardPortfolioReviewService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AwardPortfolioReviewService.js"
"frontend/src/components/security/PermissionRoute.jsx","SOURCE_FILE","components","frontend/src/context/AuthContext.jsx","CONTEXT_USAGE","{ useAuth }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/security/PermissionRoute.jsx:11 -> import from '../../context/AuthContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of AuthContext.jsx"
"frontend/src/components/security/PermissionRoute.jsx","SOURCE_FILE","components","frontend/src/services/authService.js","SERVICE_USAGE","{ getCurrentUser }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/security/PermissionRoute.jsx:12 -> import from '../../services/authService'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of authService.js"
"frontend/src/components/security/PermissionRoute.jsx","SOURCE_FILE","components","frontend/src/security/permissionResolver.js","SECURITY_USAGE","{ can }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/security/PermissionRoute.jsx:13 -> import from '../../security/permissionResolver'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of permissionResolver.js"
"frontend/src/components/security/PermissionRoute.jsx","SOURCE_FILE","components","frontend/src/utils/roleContext.js","UTILITY_USAGE","{ normalizeRoleContext, normalizeAssignedRoles, isRoleAssigned }","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/security/PermissionRoute.jsx:14 -> import from '../../utils/roleContext'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of roleContext.js"
"frontend/src/components/security/PermissionRoute.jsx","SOURCE_FILE","components","frontend/src/pages/common/ForbiddenPage.jsx","PAGE_USAGE","ForbiddenPage","DIRECT","RUNTIME","REACT_ROUTER / COMPONENT_TREE","ALL_ROLES","YES","frontend/src/components/security/PermissionRoute.jsx:15 -> import from '../../pages/common/ForbiddenPage'","ACTIVE-SHARED-DEPENDENCY","HIGH","Direct local import of ForbiddenPage.jsx"
